yyyyq,Index,D3,D12,E3,E12,bm,tbl,AAA,BAA,lty,cay,ntis,Rfree,infl,ltr,corpr,svar,csp,ik,CRSP_SPvw,CRSP_SPvwx
19721,107.2,NaN,3.07,1.5,5.81,0.645901988,0.0373,0.0724,0.0824,0.0613,-0.015084672,0.031749177,0.008579337,0.007297604,-0.005775485,0.009782365,0.001323714,0.002239723,0.036598588,0.057540921,0.050018398
19722,107.14,NaN,3.07,1.62,5.97,0.654015479,0.0391,0.0723,0.082,0.0607,-0.006492564,0.034324265,0.009410216,0.008053509,0.023079376,0.012922022,0.001517795,0.00154141,0.036788593,0.006863056,-0.00028283
19723,110.55,NaN,3.1,1.49,6.14,0.637385001,0.0466,0.0722,0.0809,0.0606,-0.006786364,0.032992109,0.010531393,0.009582751,0.01605877,0.013353287,0.001656198,0.000883967,0.036920741,0.039285084,0.032107183
19724,118.05,NaN,3.16,1.81,6.42,0.595674595,0.0507,0.0708,0.0793,0.0599,-0.02232496,0.034280501,0.01213374,0.008703522,0.02256333,0.034837389,0.001863895,0.000311447,0.038381203,0.076294221,0.06842403
19731,111.52,NaN,3.19,1.88,6.8,0.676018128,0.0609,0.0729,0.0803,0.0686,-0.021352344,0.036707404,0.014216178,0.019564907,-0.022797049,0.001373574,0.003337763,-0.000695859,0.039658785,-0.051077125,-0.057495824
19732,104.26,NaN,3.24,2.05,7.23,0.720974308,0.0719,0.0737,0.0813,0.071,-0.021369683,0.038937376,0.016462899,0.019964005,-0.008035809,-0.003435977,0.006759664,0.000743978,0.04067508,-0.058364708,-0.065530988
19733,108.43,NaN,3.31,1.95,7.69,0.678808996,0.0829,0.0763,0.0863,0.0703,-0.021760591,0.034300277,0.020736426,0.023244371,0.025719572,0.021417914,0.003898455,-5.45824E-05,0.040717524,0.048837094,0.040816732
19734,97.55,NaN,3.4,2.28,8.16,0.755588463,0.0745,0.0768,0.0848,0.0726,-0.018799295,0.012841074,0.018691584,0.022058323,-0.005416464,-0.007761702,0.01107283,-0.000640199,0.04040391,-0.090856939,-0.099807117
19741,93.98,NaN,3.46,2.08,8.36,0.815184013,0.0796,0.0801,0.0862,0.0783,-0.016157505,0.010207059,0.018981357,0.03302604,-0.039568222,-0.034969544,0.006981114,-0.001167099,0.039748377,-0.027782867,-0.036254063
19742,86,NaN,3.53,2.43,8.74,0.860158772,0.079,0.0847,0.0927,0.0812,-0.005381359,0.007816028,0.020314364,0.026429907,-0.00887109,-0.051775246,0.006128292,-0.001691767,0.039085189,-0.075475906,-0.0847564
19743,63.54,NaN,3.59,2.32,9.11,1.135440144,0.0806,0.0924,0.1018,0.0837,0.007497611,0.004984473,0.020405096,0.032490411,-0.001975728,-0.030758141,0.017520254,-0.001700144,0.038095205,-0.252165317,-0.261483987
19744,68.56,NaN,3.62,2.06,8.89,1.120018175,0.0715,0.0889,0.1063,0.076,0.011239573,0.008907642,0.01834378,0.024290928,0.098307858,0.092976184,0.017413176,-0.000830488,0.036559211,0.094652909,0.079760445
19751,83.36,NaN,3.68,1.64,8.45,0.972466315,0.0549,0.0867,0.1048,0.0824,0.006876967,0.02061813,0.014340535,0.015401553,0.00823636,0.047585842,0.008598854,-0.000704292,0.03391804,0.228229632,0.214705699
19752,95.19,NaN,3.71,1.94,7.96,0.84983902,0.0534,0.0877,0.1062,0.0813,-0.021943834,0.023140479,0.013453098,0.017687745,0.031890494,0.035907364,0.005474305,-0.000805424,0.032743616,0.154093853,0.142692944
19753,83.87,NaN,3.7,2.12,7.76,0.940948254,0.0642,0.0895,0.1061,0.0862,0.001912858,0.02798741,0.015783387,0.018606943,-0.02508952,-0.032789862,0.005892165,-0.001492257,0.032795033,-0.109882106,-0.119029189
19754,90.19,NaN,3.69,2.26,7.96,0.876338851,0.0544,0.0879,0.1056,0.0805,-0.001152905,0.02359733,0.014033733,0.01645732,0.076489458,0.092247151,0.004298067,-0.000465116,0.032840616,0.085435478,0.074213038
19761,102.77,NaN,3.71,2.34,8.66,0.784031217,0.05,0.0852,0.1012,0.0792,-0.004519758,0.015000342,0.012266551,0.007207145,0.032109046,0.042132425,0.004465438,-0.000438798,0.033184548,0.149906892,0.139575582
19762,104.28,NaN,3.79,2.53,9.25,0.781427631,0.0541,0.0862,0.0989,0.0807,-0.003941696,0.018952447,0.012863994,0.015481624,0.006479768,0.003038682,0.002915184,-0.001277583,0.033308768,0.025602381,0.015582733
19763,105.24,NaN,3.92,2.42,9.55,0.791363274,0.0508,0.0838,0.094,0.0781,-0.001194813,0.023806384,0.012847447,0.014660532,0.043986016,0.055684538,0.002122363,-0.001456697,0.033752634,0.018651559,0.008937015
19764,107.46,NaN,4.09,2.62,9.91,0.779973125,0.0435,0.0798,0.0912,0.0721,0.004428738,0.028690982,0.011660583,0.009832697,0.076677282,0.075180879,0.002964146,-0.001122704,0.034121985,0.031480727,0.020201756
19771,98.42,NaN,4.25,2.51,10.08,0.868429928,0.046,0.081,0.0912,0.0772,0.01052651,0.030515483,0.011552726,0.022286084,-0.03480582,-0.02314245,0.001696038,-0.001732089,0.035127155,-0.076218122,-0.08590255
19772,100.48,NaN,4.4,2.87,10.42,0.871112081,0.0502,0.0795,0.0891,0.0754,0.001559321,0.032040779,0.012075617,0.020132936,0.036411646,0.038568355,0.002183018,-0.001593585,0.035778383,0.032597407,0.020615487
19773,96.53,NaN,4.55,2.71,10.71,0.942262516,0.0581,0.0792,0.088,0.0764,-0.000452851,0.032455367,0.013710224,0.012076784,0.009724682,0.010864395,0.001640351,-0.001802691,0.03614805,-0.028387263,-0.03945164
19774,95.1,NaN,4.71,2.8,10.89,0.960333025,0.0607,0.0819,0.0899,0.0803,0.000862235,0.030501373,0.015236243,0.01139022,-0.016885037,-0.008247087,0.002740347,-0.00183389,0.036963862,-0.001183375,-0.014550407
19781,89.21,NaN,4.84,2.54,10.92,1.111492553,0.0629,0.0847,0.0922,0.0831,0.005243628,0.027502778,0.015940901,0.019815575,-0.009687233,0.000338459,0.002200802,-0.001381708,0.036876389,-0.051054259,-0.063638227
19782,95.53,NaN,4.95,3.18,11.23,1.027901581,0.0673,0.0876,0.096,0.0865,0.003745645,0.016429115,0.016148093,0.02883837,-0.012458058,-0.010805233,0.00385365,-0.001834939,0.039523567,0.08559424,0.071630117
19783,102.54,NaN,5.04,3.05,11.57,0.972257513,0.0785,0.0869,0.0942,0.086,0.000000405,0.012671983,0.018227696,0.020410629,0.025425776,0.031086484,0.002800145,-0.002599305,0.040338248,0.086834121,0.073994731
19784,96.11,NaN,5.12,3.56,12.33,1.045701296,0.0908,0.0916,0.0994,0.0898,0.000213239,0.014734805,0.021348651,0.018005576,-0.014458786,-0.020576617,0.006946542,-0.001548154,0.041021421,-0.049683621,-0.063300056
19791,101.59,NaN,5.24,3.51,13.3,1.033078939,0.0948,0.0937,0.1026,0.0902,-0.001345024,0.011541451,0.023367088,0.030400151,0.018311064,0.016021344,0.002615927,-0.001349922,0.041271795,0.071018022,0.056606451
19792,102.91,NaN,5.4,3.86,13.98,1.057863607,0.0906,0.0929,0.1038,0.0877,0.002232407,0.012025454,0.0233505,0.035655088,0.046161979,0.044851691,0.002142543,-0.001327684,0.040483391,0.027118816,0.012728973
19793,109.32,NaN,5.56,3.7,14.63,1.013794987,0.1026,0.0944,0.1054,0.0927,-0.001104045,0.009217459,0.024086192,0.031231122,-0.024024213,-0.020357077,0.002447231,-0.001419556,0.041105697,0.076253639,0.062458966
19794,107.94,NaN,5.7,3.79,14.86,1.061950068,0.1204,0.1074,0.1206,0.1012,0.002388057,0.010382317,0.029463158,0.028954871,-0.050232518,-0.078833021,0.004617322,-0.000371131,0.04055983,0.001738695,-0.012429997
19801,102.09,NaN,5.89,3.94,15.29,1.093732103,0.152,0.1296,0.1445,0.1239,0.001670817,0.011786773,0.033197097,0.042755949,-0.145143335,-0.132125143,0.008425917,-0.000484608,0.040370167,-0.03968641,-0.052432153
19802,114.24,NaN,6.02,3.51,14.94,0.990183427,0.0707,0.1058,0.1271,0.1006,-0.004720242,0.015228094,0.023938879,0.032351623,0.243682241,0.242270121,0.005626351,0.000420313,0.037741919,0.133038056,0.117742994
19803,125.46,NaN,6.14,3.4,14.64,0.921687652,0.1027,0.1202,0.137,0.1185,-0.014723454,0.023909795,0.022795665,0.016495139,-0.112618596,-0.107164815,0.005728395,0.000765403,0.037544774,0.112825818,0.099007839
19804,135.76,NaN,6.24,3.97,14.82,0.891503024,0.1549,0.1321,0.1514,0.1199,-0.011890055,0.026943668,0.033839187,0.026501568,0.018053982,0.01022014,0.007561243,0.001020158,0.037856944,0.09508874,0.082280035
19811,136,NaN,6.32,3.7,14.58,0.924920557,0.1336,0.1333,0.1534,0.1248,-0.00785238,0.028084793,0.03576046,0.025814749,-0.01819254,-0.009680314,0.005204288,0.000448875,0.037977958,0.014393745,0.002155895
19812,131.21,NaN,6.43,3.94,15.01,0.950474982,0.1473,0.1375,0.158,0.1304,-0.004210069,0.028006574,0.037035929,0.023295378,-0.010850447,-0.019726094,0.002749233,-5.70271E-05,0.038244816,-0.0220165,-0.034017351
19813,116.18,NaN,6.55,3.66,15.27,1.092378644,0.147,0.1549,0.1692,0.1482,-0.009418636,0.021496386,0.037399128,0.029340086,-0.085985627,-0.08891531,0.005689101,-0.000542183,0.03866238,-0.102569488,-0.114589637
19814,122.55,NaN,6.65,4.06,15.36,1.061142857,0.1085,0.1423,0.1655,0.1334,-0.010744192,0.012006905,0.029230481,0.007866372,0.147491411,0.116647808,0.004488053,-0.001279466,0.039061472,0.068421248,0.054083785
19821,111.96,NaN,6.74,3.15,14.81,1.185750574,0.1268,0.1458,0.1682,0.1387,-0.007913448,0.005605918,0.031863265,0.005671943,0.046512334,0.049045184,0.00623539,-0.001889145,0.037592446,-0.071381678,-0.085200086
19822,109.61,NaN,6.82,3.3,14.17,1.201581417,0.1247,0.1481,0.1692,0.1412,-0.006380462,0.001264247,0.030890352,0.026359566,0.017616382,0.009560905,0.003591929,-0.002177932,0.035805217,-0.00509899,-0.020171486
19823,120.42,NaN,6.86,3.05,13.56,1.088535565,0.0792,0.1294,0.1563,0.1183,-0.005726796,0.000676433,0.023199497,0.009272351,0.202077382,0.213380094,0.00950581,-0.001863136,0.034228727,0.116225099,0.100330948
19824,140.64,NaN,6.89,3.14,12.64,0.932214727,0.0794,0.1183,0.1414,0.1095,0.002384563,0.003010052,0.019701808,-0.003082003,0.096358764,0.109378866,0.014107796,-0.001346349,0.033230848,0.184487219,0.169929943
19831,152.96,NaN,6.92,2.93,12.42,0.780067786,0.0835,0.1173,0.1361,0.1083,0.002751675,0.006070006,0.020198476,0.003416779,0.007221991,0.040435263,0.00676432,-0.001214853,0.032349986,0.099604916,0.086619572
19832,168.11,NaN,6.96,3.47,12.59,0.721382042,0.0879,0.1174,0.1337,0.1119,0.003890901,0.015851538,0.020918486,0.015972851,-0.001070309,0.015929607,0.003907513,-0.000827812,0.032501844,0.109142545,0.09747529
19833,166.07,NaN,7.03,3.76,13.3,0.714847583,0.09,0.1237,0.1355,0.1157,0.01335053,0.023098288,0.022763397,0.012385704,0.001444591,-0.003024826,0.004719163,-0.001828432,0.033713297,-0.001820384,-0.012458715
19834,164.93,NaN,7.12,3.87,14.03,0.700359118,0.09,0.1257,0.1375,0.1197,0.011635111,0.026986611,0.021919703,0.005627145,-0.001070225,0.008326007,0.002479773,-0.001693727,0.035581584,0.004629007,-0.006277045
19841,159.18,NaN,7.23,4.16,15.26,0.762475427,0.0952,0.1257,0.1399,0.1253,0.003171628,0.023963288,0.022837782,0.012491698,-0.009530505,-0.014383787,0.00416867,-0.002007952,0.036357811,-0.021120776,-0.031891005
19842,153.18,NaN,7.34,4.41,16.2,0.784351819,0.0987,0.1355,0.1505,0.1374,0.005977123,0.001234768,0.024392228,0.011042596,-0.047481573,-0.036446834,0.003644341,-0.001879243,0.037741943,-0.024829619,-0.036930596
19843,166.1,NaN,7.43,4.12,16.56,0.736050915,0.1037,0.1266,0.1435,0.1235,0.005705799,-0.009433954,0.02568967,0.012204999,0.135286204,0.125359529,0.004935717,-0.00140754,0.038502262,0.096939175,0.084957307
19844,167.24,NaN,7.57,3.95,16.64,0.733098377,0.0806,0.1213,0.134,0.117,0.005851882,-0.02715304,0.021927496,0.003176211,0.078285894,0.093431682,0.003502243,-0.001127664,0.038912728,0.018900432,0.006776495
19851,180.66,NaN,7.68,3.91,16.39,0.723645779,0.0852,0.1256,0.1369,0.1181,0.015880666,-0.024776244,0.020388789,0.010439457,0.015554358,0.011780131,0.003183403,-0.00187506,0.038815735,0.091536665,0.079927771
19852,191.85,NaN,7.77,3.63,15.61,0.686430144,0.0695,0.1094,0.124,0.1055,0.006923936,-0.026589363,0.018592097,0.010958348,0.13181507,0.123273626,0.002035261,-0.002195965,0.03883375,0.075814175,0.064652383
19853,182.08,NaN,7.86,3.74,15.23,0.68995883,0.071,0.1107,0.1248,0.1082,0.017442676,-0.031306752,0.017714264,0.006817538,0.005318189,0.020781856,0.002214168,-0.002121274,0.037717378,-0.042653902,-0.05262134
19854,211.28,NaN,7.94,3.33,14.61,0.592692688,0.071,0.1016,0.1158,0.0956,0.011541664,-0.01950253,0.017863374,0.008923287,0.133426696,0.121352701,0.003084908,-0.001721356,0.03788436,0.174238388,0.162412721
19861,238.9,NaN,8.05,3.82,14.52,0.519627628,0.0656,0.09,0.105,0.0766,0.00341403,-0.016414384,0.017192252,-0.004295033,0.197315709,0.107687383,0.004383183,-0.001918316,0.036891488,0.141910573,0.132102429
19862,250.84,NaN,8.14,3.82,14.71,0.499281457,0.0621,0.0913,0.1034,0.079,-0.003654012,-0.012165508,0.015310859,0.00580927,-0.000357285,0.006650548,0.005425396,-0.002562187,0.035542612,0.057612363,0.048697528
19863,231.32,NaN,8.24,3.88,14.85,0.534629267,0.0521,0.0889,0.102,0.0827,-0.000336234,-0.004924233,0.013776586,0.007000718,-0.013366974,0.018935438,0.007883792,-0.00237943,0.034655868,-0.07162815,-0.07972408
19864,242.17,NaN,8.3,2.96,14.48,0.498430866,0.0553,0.0849,0.0997,0.0789,0.000524947,-0.011437394,0.013353549,0.002724383,0.054470161,0.054839262,0.003983792,-0.002240325,0.034673459,0.053029662,0.042108152
19871,291.7,NaN,8.4,4.44,15.1,0.428040214,0.0559,0.0836,0.0961,0.0795,-0.002438388,-0.002283468,0.013809827,0.014442866,0.013508478,0.01858581,0.00586157,-0.002037288,0.033403227,0.213755091,0.204555842
19872,304,NaN,8.57,3.14,14.42,0.407892397,0.0567,0.0932,0.1052,0.0877,0.00889191,0.005129801,0.01410844,0.01246184,-0.048064923,-0.040493614,0.007753562,-0.001750249,0.033918097,0.050119007,0.041458097
19873,321.83,NaN,8.71,5.32,15.86,0.379966722,0.064,0.1018,0.1131,0.0992,0.002884437,0.006187445,0.01507033,0.013184561,-0.069651468,-0.060695836,0.005129119,-0.002827205,0.034701152,0.066957627,0.058847265
19874,247.08,NaN,8.505,4.6,17.5,0.508812016,0.0577,0.1011,0.1129,0.092,0.011435426,0.013341879,0.014622601,0.003474484,0.083823313,0.086387026,0.084582764,-0.00270069,0.034290794,-0.2268199,-0.234825817
19881,258.89,2.25,8.95,5.53,18.59,0.507529954,0.057,0.0939,0.1057,0.0901,0.011494295,0.006131107,0.014274316,0.009515976,0.039231428,0.046168647,0.012784053,-0.002572201,0.034233114,0.058486561,0.047184147
19882,273.5,2.54,9.23,6.22,21.67,0.471118872,0.0646,0.0986,0.11,0.0917,0.010015962,-0.005525903,0.015484914,0.012847237,0.009805046,0.016607409,0.008376642,-0.002646697,0.034756068,0.067170457,0.057354341
19883,271.91,2.46,9.46,6.38,22.73,0.477540454,0.0724,0.0982,0.109,0.0917,0.017153951,-0.004761595,0.017473965,0.015213526,0.022811598,0.026652286,0.004493678,-0.002608375,0.034599328,0.004272595,-0.006105382
19884,277.72,2.48,9.73,5.62,23.75,0.465283574,0.0807,0.0957,0.1065,0.0918,0.018184939,-0.021639156,0.019254654,0.005835762,0.02171288,0.013877391,0.00360765,-0.002291317,0.03462885,0.030937935,0.018284848
19891,294.87,2.5,9.98,6.74,24.96,0.468691414,0.0882,0.098,0.1067,0.0929,0.017859077,-0.023258691,0.021274336,0.014900034,0.014261477,0.013484472,0.003427104,-0.002380447,0.034879698,0.069538828,0.059550381
19892,317.98,2.86,10.3,6.48,25.22,0.440562937,0.0815,0.091,0.1003,0.0821,0.019927068,-0.024048198,0.020951624,0.014677214,0.114752658,0.101877557,0.00345817,-0.002694326,0.035030246,0.08868871,0.078582796
19893,349.15,2.83,10.67,4.85,23.69,0.39920975,0.0775,0.0901,0.0991,0.0847,0.016109193,-0.030119629,0.019544526,0.007242824,-0.000821581,0.005214699,0.002949468,-0.002756619,0.035678693,0.107345818,0.097773657
19894,353.4,2.86,11.05,4.8,22.87,0.390454744,0.0763,0.0886,0.0982,0.0816,0.019526649,-0.012320164,0.019072577,0.008784335,0.045368023,0.035414076,0.007404142,-0.002928834,0.034782559,0.019034848,0.010282848
19901,339.94,2.77,11.32,5.54,21.67,0.471333956,0.079,0.0937,0.1021,0.0889,0.020461662,-0.010270397,0.019337531,0.020538887,-0.040952707,-0.021354775,0.004932871,-0.002364162,0.034902043,-0.030075691,-0.0381136
19902,358.02,3.2,11.66,6.07,21.26,0.442949432,0.0773,0.0926,0.1022,0.0864,0.024251351,-0.000470463,0.019304423,0.00930539,0.043932319,0.040667806,0.003679049,-0.002534271,0.033962672,0.063234207,0.053986683
19903,306.05,3,11.83,5.33,21.74,0.520289666,0.0736,0.0956,0.1064,0.0914,0.036345337,0.001422645,0.018633666,0.021469731,-0.020318616,-0.01037345,0.009111018,-0.003259189,0.033874807,-0.139241721,-0.146823053
19904,330.22,3.12,12.09,4.4,21.34,0.48449686,0.0674,0.0905,0.1043,0.0844,0.031024974,-0.001736934,0.017424267,0.008268698,0.082434252,0.059478873,0.007727252,-0.002338233,0.032935414,0.090468928,0.079770475
19911,375.22,2.79,12.11,5.14,20.94,0.4571256,0.0591,0.0893,0.1009,0.0844,0.019241214,0.003374929,0.015020647,0.008948534,0.019899948,0.03837614,0.006999952,-0.002470106,0.03183361,0.147145657,0.13823387
19912,371.16,3.24,12.15,4.54,19.41,0.458243743,0.0557,0.0901,0.0996,0.086,0.021254335,0.014292991,0.013867891,0.007397556,0.0076118,0.015921863,0.004837834,-0.002382857,0.031314465,-0.00215789,-0.010345109
19913,387.86,3.13,12.28,3.74,17.82,0.441531837,0.0522,0.0861,0.0951,0.079,0.019566691,0.023110661,0.01341162,0.008808451,0.082055884,0.072969516,0.003617664,-0.001770907,0.030822957,0.053402808,0.045238722
19914,417.09,3.04,12.2,2.55,15.97,0.420344417,0.0407,0.0831,0.0926,0.073,0.008580169,0.031638371,0.011328438,0.005096473,0.072537013,0.059197207,0.005224232,-0.001253216,0.030481962,0.083748908,0.075238869
19921,403.69,2.91,12.32,5.36,16.19,0.402106034,0.0404,0.0835,0.0925,0.0797,0.010422935,0.041709996,0.009717566,0.010131868,-0.036607067,-0.015108658,0.002255428,-0.001250872,0.030181648,-0.025026167,-0.032155555
19922,408.14,3.24,12.32,5.4,17.05,0.392042354,0.0366,0.0822,0.0905,0.0765,0.009401058,0.04304073,0.009185919,0.006452401,0.046457658,0.043062474,0.003103992,-0.001273507,0.031218344,0.018135538,0.010334146
19923,417.8,3.2,12.39,4.73,18.04,0.397656972,0.0291,0.0792,0.0862,0.071,0.00812928,0.041182304,0.007698431,0.007835528,0.066131843,0.050373964,0.002139252,-0.001076155,0.031656703,0.030977329,0.023371763
19924,435.71,3.03,12.38,3.6,19.09,0.394109614,0.0322,0.0798,0.0881,0.0726,0.005451557,0.038816455,0.007665175,0.004238788,0.005317233,0.013791546,0.001923792,-0.001111524,0.032395894,0.052681654,0.04528285
19931,451.67,3.01,12.48,6.11,19.84,0.333613526,0.0295,0.0758,0.0815,0.0702,0.020092045,0.037104943,0.007390887,0.011955729,0.066626422,0.0538681,0.002500472,-0.001669026,0.032352875,0.042541599,0.035368601
19932,450.53,3.28,12.52,4.89,19.33,0.325931248,0.0307,0.0733,0.0807,0.0668,0.012589981,0.04105049,0.007407507,0.005565215,0.057369669,0.036721665,0.002395945,-0.00174797,0.032971601,0.004659695,-0.002784769
19933,458.93,3.2,12.52,5.81,20.41,0.322351822,0.0295,0.0666,0.0734,0.0627,0.014050744,0.041724506,0.007498952,0.004841659,0.063860605,0.043454644,0.001361206,-0.001153731,0.033073358,0.024779988,0.017825986
19934,466.45,3.09,12.58,5.08,21.89,0.305267223,0.0306,0.0693,0.0769,0.0654,0.008284104,0.045755172,0.007640262,0.004815491,-0.014581737,-0.007188312,0.001160261,-0.001012497,0.034183157,0.023765809,0.016941454
19941,445.77,3.14,12.71,6.93,22.71,0.307483805,0.035,0.0748,0.0813,0.0725,0.024076693,0.041930009,0.008097349,0.00958669,-0.059148468,-0.046933873,0.002341667,-0.001099839,0.03421077,-0.038438661,-0.044806012
19942,444.27,3.41,12.84,7.38,25.2,0.308417077,0.0414,0.0797,0.0865,0.0774,0.022152571,0.034046194,0.009950099,0.005427902,-0.03284623,-0.023811557,0.002921304,-0.000965722,0.034579056,0.003781786,-0.003512137
19943,462.71,3.29,12.93,7.94,27.33,0.290904659,0.0462,0.0834,0.0898,0.08,0.025632022,0.029100025,0.011170828,0.009443931,-0.006618717,0.000470048,0.001689563,-0.000839298,0.034892703,0.049649633,0.042543658
19944,459.27,3.34,13.18,8.35,30.6,0.2915683,0.056,0.0846,0.091,0.0799,0.020939628,0.01665684,0.013170972,0.002006934,0.020249244,0.012440619,0.00269975,-0.000576007,0.036080241,0.000365608,-0.00706582
19951,500.71,3.14,13.18,8.88,32.55,0.313876542,0.0573,0.0812,0.087,0.0755,0.014640998,0.01435778,0.014307494,0.01133445,0.06640024,0.065264619,0.001246096,-0.000566771,0.037141425,0.097459423,0.090354403
19952,544.75,3.6,13.37,9.26,34.43,0.286429618,0.0547,0.073,0.079,0.067,0.016652482,0.008168806,0.013959132,0.007256151,0.112486668,0.090249714,0.001965127,-0.000267726,0.036951349,0.09616604,0.089070637
19953,584.41,3.5,13.58,8.69,35.18,0.272494998,0.0528,0.0732,0.0793,0.0663,0.011917653,0.006258881,0.013386751,0.004584796,0.024015582,0.026553443,0.001361411,-0.000140216,0.036763247,0.080675312,0.074130492
19954,615.93,3.55,13.79,7.13,33.96,0.255026383,0.0514,0.0682,0.0749,0.0603,0.013326034,0.015581803,0.013121255,0.001952492,0.083728932,0.066931468,0.001854517,-0.000146604,0.037068534,0.058762327,0.05246847
19961,645.5,3.45,14.1,8.96,34.04,0.239299615,0.0496,0.0735,0.0803,0.0684,0.011150673,0.017020474,0.012299746,0.01429628,-0.069310586,-0.048484841,0.004393302,3.05558E-05,0.03753209,0.055387874,0.049583902
19962,670.63,3.77,14.27,10.13,34.91,0.236443725,0.0509,0.0771,0.084,0.0703,0.008693239,0.027400726,0.012523819,0.00641313,-0.001953661,0.001425262,0.002501932,-0.00084789,0.038133804,0.045049236,0.039408203
19963,687.31,3.89,14.66,9.78,36,0.227297318,0.0509,0.0766,0.0835,0.0704,0.008739575,0.02890465,0.012714683,0.00701105,0.016523354,0.019737419,0.004162912,-0.000538694,0.038890349,0.031213188,0.025321383
19964,740.74,3.79,14.9,9.86,38.73,0.20734273,0.0491,0.072,0.0789,0.0673,0.008284739,0.023373237,0.012415936,0.005062891,0.049348938,0.043571131,0.003019465,-0.000396755,0.039388313,0.083464266,0.077697649
19971,757.12,3.61,15.06,10.47,40.24,0.214780202,0.0514,0.0755,0.0818,0.0723,0.009648148,0.020448026,0.012623401,0.00881414,-0.032417371,-0.022107667,0.004836335,-0.001308306,0.039816621,0.026425394,0.021619615
19972,885.14,3.87,15.16,10.44,40.55,0.184287615,0.0493,0.0741,0.0802,0.0688,-0.000244488,0.010317743,0.012590202,0.001873243,0.055638573,0.050723364,0.006986999,-0.000662098,0.04020946,0.175032667,0.169811684
19973,947.28,4.06,15.33,9.87,40.64,0.177967857,0.0495,0.0715,0.077,0.0649,-0.003437206,0.014817281,0.012590205,0.005608842,0.061429312,0.050755041,0.007101431,-0.00074286,0.041631955,0.076008714,0.071381613
19974,970.43,3.95,15.49,8.94,39.72,0.178800884,0.0516,0.0676,0.0732,0.0602,-0.007095657,0.015723044,0.012698081,0.000616319,0.068713726,0.046172014,0.014275306,-0.000888779,0.041289478,0.02949908,0.025244513
19981,1101.75,3.76,15.64,10.29,39.54,0.181140396,0.0503,0.0672,0.0732,0.0602,-0.018573374,0.016629453,0.012606807,0.005574483,0.01518764,0.016839774,0.004658976,-0.00073979,0.04199401,0.140517523,0.136397565
19982,1133.84,4.18,15.95,9.87,38.97,0.178060606,0.0498,0.0653,0.0713,0.0576,-0.018654291,0.024023709,0.012415938,0.004928005,0.044122639,0.033842528,0.004670931,-0.001168848,0.042566658,0.03412939,0.030238166
19983,1017.01,4.26,16.15,8.99,38.09,0.203248404,0.0461,0.064,0.0709,0.0517,-0.00556808,0.024491957,0.01203414,0.003678725,0.083485403,0.044684392,0.02153311,-0.001633908,0.042231645,-0.098145586,-0.101882207
19984,1229.23,4,16.2,8.56,37.71,0.173611315,0.0439,0.0622,0.0723,0.0542,-0.020438265,0.019854992,0.010614489,0.001830572,-0.015472063,0.008494487,0.010395103,-0.001033873,0.042801413,0.215774969,0.21156055
19991,1286.37,4.01,16.45,10.96,38.38,0.172897171,0.0444,0.0662,0.0753,0.0592,-0.023732864,0.020348778,0.010996486,0.006703052,-0.041296777,-0.028098889,0.010031351,-0.001075351,0.042808788,0.048906533,0.045485532
19992,1372.71,4.18,16.45,12.51,41.02,0.154227447,0.0457,0.0723,0.0802,0.0627,-0.01955773,0.018702938,0.011112711,0.007246409,-0.024110627,-0.035638436,0.008221522,-0.001144629,0.04334202,0.068663586,0.065079425
19993,1282.71,4.45,16.64,11.93,43.96,0.163684498,0.0468,0.0739,0.082,0.0646,-0.012147373,0.019884532,0.011602529,0.010209709,-0.004668047,-0.004699617,0.00704597,-0.000985703,0.043583774,-0.062164123,-0.065413991
19994,1469.25,4.05,16.69,12.77,48.17,0.147167259,0.052,0.0755,0.0819,0.0682,-0.024094538,0.017940027,0.012581892,0.002380598,-0.022679644,-0.007934625,0.007379017,0.000064278,0.042895459,0.154339954,0.150918902
20001,1498.58,4.08,16.76,13.74,50.95,0.149973562,0.0569,0.0768,0.0837,0.0618,-0.030505664,0.018372634,0.013768333,0.017174888,0.088329651,0.024100344,0.014885083,0.000184884,0.043574738,0.025744148,0.022711625
20002,1454.6,4.12,16.7,13.48,51.92,0.156777962,0.0569,0.0767,0.0848,0.0622,-0.020221755,-0.002940714,0.014249435,0.006994743,0.011124841,0.004291426,0.015486928,-0.000246743,0.04427769,-0.028488415,-0.03114297
20003,1436.51,4.09,16.34,13.71,53.7,0.153789463,0.06,0.0762,0.0835,0.0612,-0.021225101,-2.86032E-05,0.015004081,0.007524354,0.025360271,0.036387202,0.004704682,-0.000508488,0.043673605,-0.003514285,-0.006369906
20004,1320.28,3.98,16.27,9.07,50,0.151851504,0.0577,0.0721,0.0802,0.0558,-0.006418039,-0.00694892,0.015004052,0.001725295,0.076740606,0.058753145,0.014139871,-0.000524853,0.042964631,-0.076939516,-0.079713688
20011,1160.33,3.78,15.97,9.18,45.44,0.133113551,0.0442,0.0698,0.0784,0.0559,0.00153748,-0.009985732,0.01201747,0.012613005,0.012064439,0.046013668,0.014609022,-0.001864067,0.041752202,-0.121321879,-0.124089615
20012,1224.42,3.84,15.69,4.83,36.79,0.125209433,0.0349,0.0718,0.0797,0.059,-0.000868639,0.013045435,0.009136049,0.010196056,-0.019451394,0.005732311,0.011470857,-0.001592206,0.039592053,0.058862192,0.055644094
